id,jogo_id,zona_baliza_id,zona_baliza_nome,distancia_remate_m,velocidade_remate_kmh,tipo_remate,posicao_ofensiva,minuto_jogo,fase_jogo,tempo_desde_ultima_defesa_s,resultado,diferenca_golos_momento,inferioridade_numerica
260,5,3,Superior Direita,6.0,91.8,Penetração,Extremo Esquerdo,16,1ºT,41,Golo,-5,False
261,5,9,Inferior Direita,8.9,91.5,Suspensão,Lateral Esquerdo,19,1ºT,128,Golo,4,False
262,6,6,Média Direita,8.5,107.3,Contra-ataque,Extremo Esquerdo,30,1ºT,19,Defesa,4,False
263,6,8,Inferior Centro,8.6,100.3,Suspensão,Lateral Direito,44,2ºT,116,Defesa,2,False
264,6,9,Inferior Direita,9.0,103.3,Suspensão,Pivot,38,2ºT,172,Golo,2,False
265,6,4,Média Esquerda,9.5,94.8,Apoio,Extremo Esquerdo,54,2ºT,86,Golo,4,False
266,6,6,Média Direita,10.7,89.4,Contra-ataque,Lateral Direito,7,1ºT,83,Defesa,-3,False
267,6,7,Inferior Esquerda,7.0,107.8,7 metros,Lateral Esquerdo,1,1ºT,145,Golo,-3,False
268,6,9,Inferior Direita,7.0,96.7,7 metros,Lateral Esquerdo,7,1ºT,69,Golo,-1,False
269,6,9,Inferior Direita,8.5,92.0,Suspensão,Lateral Esquerdo,18,1ºT,6,Golo,-5,False
270,6,9,Inferior Direita,7.4,86.0,Rectaguarda,Lateral Esquerdo,49,2ºT,42,Golo,0,False
271,6,4,Média Esquerda,7.5,98.2,Apoio,Pivot,35,2ºT,51,Defesa,0,False
272,6,8,Inferior Centro,10.4,97.0,Contra-ataque,Extremo Direito,25,1ºT,41,Golo,-4,False
273,6,7,Inferior Esquerda,8.0,105.6,Rectaguarda,Lateral Direito,44,2ºT,10,Golo,2,False
274,6,9,Inferior Direita,9.8,111.9,Rectaguarda,Lateral Esquerdo,29,1ºT,114,Golo,0,False
275,6,1,Superior Esquerda,7.9,116.6,Penetração,Lateral Direito,32,2ºT,146,Golo,5,True
276,6,6,Média Direita,9.2,114.3,Apoio,Lateral Esquerdo,4,1ºT,136,Defesa,-4,False
277,6,1,Superior Esquerda,7.0,96.3,7 metros,Lateral Esquerdo,26,1ºT,10,Golo,0,False
278,6,2,Superior Centro,6.3,110.9,Suspensão,Extremo Esquerdo,48,2ºT,166,Defesa,0,False
279,6,8,Inferior Centro,7.0,116.1,7 metros,Pivot,43,2ºT,101,Golo,-4,False
280,6,2,Superior Centro,8.2,100.4,Apoio,Extremo Direito,3,1ºT,131,Golo,-1,False
281,6,3,Superior Direita,8.3,102.3,Apoio,Lateral Direito,32,2ºT,80,Golo,5,False
282,6,2,Superior Centro,9.8,103.6,Penetração,Lateral Esquerdo,8,1ºT,141,Golo,4,False
283,6,6,Média Direita,7.8,90.1,Apoio,Pivot,12,1ºT,138,Golo,3,False
284,6,3,Superior Direita,6.1,111.0,Penetração,Extremo Esquerdo,53,2ºT,68,Defesa,0,True
285,6,7,Inferior Esquerda,7.1,114.6,Rectaguarda,Central,59,2ºT,65,Golo,-3,True
286,6,8,Inferior Centro,8.8,89.0,Penetração,Lateral Direito,3,1ºT,84,Golo,-3,False
287,6,2,Superior Centro,8.6,114.2,Apoio,Lateral Esquerdo,32,2ºT,125,Defesa,5,False
288,6,5,Média Centro,6.1,88.2,Rectaguarda,Lateral Esquerdo,21,1ºT,68,Defesa,2,False
289,6,5,Média Centro,8.0,109.2,Rectaguarda,Pivot,46,2ºT,153,Defesa,-4,False
290,6,5,Média Centro,7.9,85.4,Apoio,Pivot,44,2ºT,52,Defesa,-1,False
291,6,1,Superior Esquerda,10.4,87.5,Contra-ataque,Pivot,17,1ºT,61,Golo,2,False
292,6,1,Superior Esquerda,7.0,108.7,Penetração,Pivot,28,1ºT,72,Defesa,-5,True
293,6,8,Inferior Centro,10.2,110.0,Contra-ataque,Pivot,7,1ºT,165,Golo,-5,False
294,6,5,Média Centro,9.1,90.6,Suspensão,Central,44,2ºT,13,Golo,5,False
295,6,7,Inferior Esquerda,8.0,103.8,Penetração,Extremo Direito,38,2ºT,177,Golo,-2,False
296,6,3,Superior Direita,6.0,113.0,Rectaguarda,Extremo Direito,16,1ºT,101,Defesa,-2,False
297,6,1,Superior Esquerda,9.3,85.3,Suspensão,Central,35,2ºT,174,Golo,2,True
298,6,1,Superior Esquerda,7.8,96.4,Penetração,Central,44,2ºT,52,Golo,4,False
299,6,5,Média Centro,9.9,92.9,Contra-ataque,Extremo Esquerdo,43,2ºT,156,Golo,0,False
300,6,2,Superior Centro,9.1,117.5,Apoio,Extremo Esquerdo,22,1ºT,47,Defesa,2,False
301,6,1,Superior Esquerda,7.3,115.1,Penetração,Lateral Direito,31,2ºT,26,Golo,3,False
302,6,2,Superior Centro,7.6,85.1,Suspensão,Extremo Esquerdo,33,2ºT,56,Defesa,1,False
303,6,3,Superior Direita,8.8,103.8,Apoio,Extremo Esquerdo,42,2ºT,84,Golo,-5,False
304,6,6,Média Direita,7.0,97.6,7 metros,Central,29,1ºT,133,Defesa,-4,False
305,6,7,Inferior Esquerda,9.8,93.4,Suspensão,Pivot,6,1ºT,109,Golo,0,False
306,6,7,Inferior Esquerda,7.0,96.5,7 metros,Extremo Direito,30,1ºT,174,Defesa,1,False
307,6,6,Média Direita,7.0,109.7,7 metros,Pivot,31,2ºT,144,Golo,2,False
308,6,4,Média Esquerda,7.0,109.5,7 metros,Central,15,1ºT,71,Golo,5,True
309,6,4,Média Esquerda,7.0,94.9,Penetração,Lateral Direito,26,1ºT,156,Golo,2,False
310,6,6,Média Direita,7.0,96.0,7 metros,Central,15,1ºT,62,Defesa,-1,False
311,6,3,Superior Direita,7.7,97.5,Rectaguarda,Central,34,2ºT,154,Defesa,-1,False
312,6,6,Média Direita,10.9,106.0,Contra-ataque,Extremo Esquerdo,28,1ºT,66,Golo,3,False
313,6,9,Inferior Direita,9.3,102.3,Suspensão,Lateral Direito,35,2ºT,102,Defesa,3,True
314,6,9,Inferior Direita,7.8,109.4,Rectaguarda,Pivot,32,2ºT,87,Defesa,2,False
315,6,3,Superior Direita,10.6,102.7,Contra-ataque,Extremo Esquerdo,26,1ºT,81,Golo,3,False
316,6,8,Inferior Centro,7.4,116.1,Apoio,Lateral Direito,34,2ºT,121,Defesa,5,False
317,6,5,Média Centro,8.8,115.0,Apoio,Extremo Direito,26,1ºT,59,Golo,-1,False
318,6,5,Média Centro,8.7,93.6,Apoio,Lateral Direito,41,2ºT,68,Golo,4,False
319,6,4,Média Esquerda,7.0,113.1,Penetração,Extremo Esquerdo,17,1ºT,26,Golo,-1,False
320,7,8,Inferior Centro,7.0,114.6,7 metros,Lateral Direito,23,1ºT,128,Defesa,2,False
321,7,4,Média Esquerda,7.0,103.6,7 metros,Extremo Direito,21,1ºT,160,Golo,1,False
322,7,7,Inferior Esquerda,7.6,99.9,Rectaguarda,Pivot,26,1ºT,77,Golo,-4,False
323,7,4,Média Esquerda,7.0,112.4,7 metros,Pivot,7,1ºT,178,Golo,-3,False
324,7,8,Inferior Centro,9.0,114.4,Suspensão,Extremo Direito,29,1ºT,79,Golo,1,False
325,7,1,Superior Esquerda,7.5,97.4,Penetração,Extremo Esquerdo,52,2ºT,141,Golo,0,False
326,7,8,Inferior Centro,8.5,114.8,Apoio,Pivot,54,2ºT,89,Golo,3,False
327,7,7,Inferior Esquerda,6.5,98.2,Apoio,Pivot,29,1ºT,165,Golo,-3,True
328,7,8,Inferior Centro,9.3,103.1,Rectaguarda,Extremo Esquerdo,34,2ºT,78,Defesa,-4,False
329,7,1,Superior Esquerda,9.9,94.2,Suspensão,Lateral Direito,5,1ºT,87,Defesa,0,False
330,7,6,Média Direita,7.5,90.3,Rectaguarda,Lateral Direito,15,1ºT,149,Defesa,5,False
331,7,3,Superior Direita,6.4,105.9,Apoio,Lateral Direito,11,1ºT,30,Defesa,4,False
332,7,7,Inferior Esquerda,9.8,109.5,Contra-ataque,Pivot,47,2ºT,127,Golo,-5,False
333,7,6,Média Direita,9.3,109.5,Penetração,Central,9,1ºT,167,Defesa,-4,False
334,7,4,Média Esquerda,9.0,91.9,Suspensão,Lateral Esquerdo,48,2ºT,86,Defesa,1,False
335,7,9,Inferior Direita,9.9,101.3,Suspensão,Central,58,2ºT,21,Golo,1,False
336,7,1,Superior Esquerda,7.9,88.6,Penetração,Extremo Direito,5,1ºT,75,Golo,-2,False
337,7,7,Inferior Esquerda,9.9,107.6,Contra-ataque,Extremo Direito,7,1ºT,132,Golo,-4,False
338,7,6,Média Direita,8.7,94.0,Suspensão,Lateral Esquerdo,5,1ºT,162,Golo,-3,False
339,7,7,Inferior Esquerda,9.5,102.3,Contra-ataque,Extremo Direito,38,2ºT,115,Golo,4,False
340,7,4,Média Esquerda,8.5,115.7,Suspensão,Central,35,2ºT,130,Defesa,0,False
341,7,8,Inferior Centro,6.3,98.9,Rectaguarda,Lateral Direito,23,1ºT,42,Defesa,-4,False
342,7,3,Superior Direita,8.0,85.0,Contra-ataque,Pivot,22,1ºT,114,Golo,-1,True
343,7,1,Superior Esquerda,9.3,96.4,Suspensão,Lateral Esquerdo,27,1ºT,149,Golo,-3,True
344,7,6,Média Direita,7.0,103.5,7 metros,Pivot,5,1ºT,6,Golo,3,False
345,7,3,Superior Direita,8.5,89.7,Suspensão,Lateral Esquerdo,17,1ºT,43,Defesa,-3,False
346,7,6,Média Direita,8.2,114.0,Rectaguarda,Extremo Direito,7,1ºT,16,Defesa,0,False
347,7,3,Superior Direita,6.2,115.2,Apoio,Extremo Esquerdo,12,1ºT,50,Golo,0,False
348,7,8,Inferior Centro,6.7,100.3,Suspensão,Extremo Esquerdo,43,2ºT,160,Defesa,-2,False
349,7,7,Inferior Esquerda,6.4,114.4,Suspensão,Central,23,1ºT,100,Defesa,-1,False
350,7,4,Média Esquerda,8.8,103.1,Contra-ataque,Pivot,33,2ºT,95,Defesa,4,False
351,7,5,Média Centro,8.8,103.3,Suspensão,Extremo Direito,50,2ºT,70,Defesa,-1,False
352,7,7,Inferior Esquerda,9.9,91.7,Penetração,Extremo Esquerdo,50,2ºT,100,Golo,1,True
353,7,9,Inferior Direita,7.0,90.5,7 metros,Lateral Esquerdo,17,1ºT,106,Golo,4,False
354,7,1,Superior Esquerda,9.9,95.3,Penetração,Lateral Esquerdo,3,1ºT,167,Defesa,1,False
355,7,9,Inferior Direita,8.0,86.5,Rectaguarda,Lateral Esquerdo,27,1ºT,69,Golo,3,False
356,7,4,Média Esquerda,6.0,87.6,Penetração,Lateral Direito,11,1ºT,5,Defesa,-4,False
357,7,7,Inferior Esquerda,6.9,91.3,Penetração,Extremo Direito,11,1ºT,169,Defesa,-1,False
358,7,4,Média Esquerda,7.5,100.8,Rectaguarda,Extremo Esquerdo,40,2ºT,162,Defesa,-2,False
359,7,3,Superior Direita,9.9,90.9,Contra-ataque,Central,40,2ºT,78,Golo,4,False
360,7,8,Inferior Centro,9.8,114.8,Contra-ataque,Central,1,1ºT,144,Defesa,0,False
361,7,5,Média Centro,8.4,104.9,Apoio,Lateral Esquerdo,16,1ºT,50,Defesa,5,False
362,7,6,Média Direita,7.5,116.4,Penetração,Extremo Direito,19,1ºT,64,Defesa,-5,False
363,7,7,Inferior Esquerda,8.5,108.1,Contra-ataque,Lateral Direito,10,1ºT,155,Golo,-1,False
364,7,6,Média Direita,6.1,108.9,Apoio,Lateral Esquerdo,33,2ºT,180,Golo,2,False
365,7,3,Superior Direita,7.0,115.0,7 metros,Pivot,26,1ºT,67,Golo,5,False
366,7,2,Superior Centro,6.6,98.8,Penetração,Lateral Direito,46,2ºT,131,Defesa,0,False
367,7,6,Média Direita,7.3,97.1,Penetração,Extremo Esquerdo,45,2ºT,21,Golo,-3,False
368,7,2,Superior Centro,7.0,103.2,7 metros,Lateral Direito,52,2ºT,170,Golo,-3,False
369,7,6,Média Direita,9.7,90.2,Contra-ataque,Central,51,2ºT,85,Golo,4,False
370,7,8,Inferior Centro,10.3,98.8,Contra-ataque,Lateral Esquerdo,41,2ºT,53,Defesa,2,False
371,7,2,Superior Centro,7.0,101.4,7 metros,Pivot,16,1ºT,119,Defesa,2,False
372,7,7,Inferior Esquerda,9.5,88.6,Contra-ataque,Pivot,51,2ºT,136,Golo,-2,False
373,7,7,Inferior Esquerda,7.0,113.2,7 metros,Pivot,7,1ºT,136,Golo,5,False
374,7,9,Inferior Direita,6.9,87.3,Suspensão,Lateral Esquerdo,6,1ºT,157,Golo,-3,True
375,7,1,Superior Esquerda,7.0,111.9,7 metros,Lateral Direito,45,2ºT,168,Golo,3,False
376,7,7,Inferior Esquerda,6.4,103.3,Apoio,Extremo Direito,47,2ºT,107,Golo,-2,False
377,7,9,Inferior Direita,8.2,107.7,Apoio,Pivot,44,2ºT,149,Defesa,4,False
378,7,7,Inferior Esquerda,9.7,112.3,Suspensão,Extremo Direito,14,1ºT,49,Golo,0,False
379,7,6,Média Direita,8.1,96.2,Apoio,Lateral Esquerdo,29,1ºT,115,Defesa,-1,False
380,7,5,Média Centro,6.8,95.6,Suspensão,Lateral Direito,4,1ºT,101,Defesa,-4,False
381,8,9,Inferior Direita,6.7,105.4,Penetração,Extremo Direito,21,1ºT,96,Golo,-4,False
382,8,7,Inferior Esquerda,7.8,92.6,Suspensão,Extremo Direito,50,2ºT,169,Golo,2,False
383,8,9,Inferior Direita,7.0,93.2,7 metros,Extremo Direito,26,1ºT,89,Golo,3,False
384,8,5,Média Centro,7.0,92.1,7 metros,Extremo Direito,24,1ºT,75,Golo,5,False
385,8,1,Superior Esquerda,7.0,116.5,7 metros,Lateral Direito,57,2ºT,99,Golo,3,False
386,8,1,Superior Esquerda,8.8,115.6,Apoio,Lateral Direito,20,1ºT,118,Defesa,0,False
387,8,4,Média Esquerda,6.3,96.6,Penetração,Extremo Esquerdo,56,2ºT,74,Defesa,4,False
388,8,3,Superior Direita,6.0,89.3,Apoio,Extremo Direito,30,1ºT,36,Defesa,1,False
389,8,8,Inferior Centro,9.5,110.5,Apoio,Extremo Esquerdo,35,2ºT,155,Defesa,-1,False
390,8,2,Superior Centro,8.4,106.5,Penetração,Extremo Direito,16,1ºT,87,Defesa,2,False
391,8,7,Inferior Esquerda,8.9,90.5,Apoio,Extremo Esquerdo,36,2ºT,179,Defesa,5,True
392,8,9,Inferior Direita,8.9,85.9,Contra-ataque,Lateral Esquerdo,1,1ºT,132,Golo,-3,True
393,8,6,Média Direita,7.0,96.2,7 metros,Extremo Esquerdo,22,1ºT,97,Defesa,5,False
394,8,6,Média Direita,7.0,105.6,7 metros,Lateral Direito,40,2ºT,121,Defesa,3,False
395,8,3,Superior Direita,9.7,93.4,Penetração,Extremo Esquerdo,14,1ºT,89,Golo,-2,False
396,8,8,Inferior Centro,9.7,110.4,Rectaguarda,Central,18,1ºT,71,Golo,-3,False
397,8,6,Média Direita,9.5,99.5,Penetração,Extremo Esquerdo,57,2ºT,47,Defesa,0,False
398,8,4,Média Esquerda,9.3,106.2,Apoio,Central,16,1ºT,143,Golo,1,False
399,8,5,Média Centro,7.0,104.4,7 metros,Pivot,33,2ºT,32,Defesa,-3,False
400,8,5,Média Centro,10.9,104.5,Contra-ataque,Lateral Esquerdo,58,2ºT,125,Golo,2,False
401,8,9,Inferior Direita,9.3,94.4,Contra-ataque,Extremo Esquerdo,47,2ºT,51,Golo,0,True
402,8,3,Superior Direita,6.3,87.7,Apoio,Central,2,1ºT,28,Golo,-5,False
403,8,7,Inferior Esquerda,7.0,101.9,7 metros,Lateral Direito,1,1ºT,49,Golo,1,False
404,8,8,Inferior Centro,10.0,95.5,Rectaguarda,Extremo Direito,54,2ºT,165,Defesa,5,False
405,8,9,Inferior Direita,7.4,112.9,Apoio,Extremo Esquerdo,34,2ºT,42,Defesa,4,False
406,8,3,Superior Direita,7.0,117.6,7 metros,Extremo Esquerdo,58,2ºT,118,Golo,-5,False
407,8,8,Inferior Centro,8.8,117.2,Contra-ataque,Extremo Direito,44,2ºT,144,Golo,-5,False
408,8,6,Média Direita,7.2,94.4,Suspensão,Central,22,1ºT,179,Defesa,-5,False
409,8,1,Superior Esquerda,8.9,105.3,Contra-ataque,Lateral Direito,19,1ºT,15,Golo,0,False
410,8,5,Média Centro,6.2,106.9,Penetração,Extremo Direito,36,2ºT,108,Defesa,-4,False
411,8,8,Inferior Centro,7.0,108.7,7 metros,Extremo Esquerdo,8,1ºT,151,Golo,-1,False
412,8,7,Inferior Esquerda,7.6,104.8,Suspensão,Central,52,2ºT,84,Golo,-1,False
413,8,7,Inferior Esquerda,8.8,99.8,Apoio,Lateral Direito,23,1ºT,53,Golo,3,False
414,8,9,Inferior Direita,7.8,100.5,Rectaguarda,Lateral Esquerdo,27,1ºT,50,Defesa,5,False
415,8,9,Inferior Direita,8.9,100.0,Penetração,Lateral Direito,7,1ºT,162,Golo,4,True
416,8,4,Média Esquerda,7.1,103.4,Suspensão,Extremo Direito,22,1ºT,37,Defesa,5,False
417,8,2,Superior Centro,7.0,111.9,7 metros,Extremo Direito,50,2ºT,89,Golo,3,False
418,8,6,Média Direita,7.0,111.6,7 metros,Central,58,2ºT,170,Defesa,-5,False
419,8,2,Superior Centro,8.0,102.9,Rectaguarda,Lateral Direito,10,1ºT,167,Defesa,-1,True
420,8,3,Superior Direita,9.1,99.6,Contra-ataque,Lateral Direito,60,2ºT,55,Golo,3,False
421,8,2,Superior Centro,9.1,105.5,Penetração,Extremo Esquerdo,58,2ºT,12,Golo,-5,False
422,8,7,Inferior Esquerda,10.2,113.8,Contra-ataque,Pivot,18,1ºT,36,Golo,5,False
423,8,5,Média Centro,6.8,101.7,Suspensão,Extremo Esquerdo,37,2ºT,47,Golo,-1,False
424,8,1,Superior Esquerda,9.7,116.3,Apoio,Pivot,47,2ºT,79,Defesa,-2,False
425,8,4,Média Esquerda,7.0,116.2,Penetração,Extremo Direito,35,2ºT,22,Defesa,-5,False
426,8,6,Média Direita,8.8,91.5,Rectaguarda,Extremo Direito,52,2ºT,117,Defesa,-2,False
427,8,4,Média Esquerda,7.0,94.7,7 metros,Lateral Direito,19,1ºT,52,Defesa,-3,True
428,8,3,Superior Direita,9.1,97.2,Apoio,Extremo Direito,27,1ºT,166,Golo,0,False
429,8,4,Média Esquerda,10.5,87.8,Contra-ataque,Lateral Direito,3,1ºT,130,Defesa,5,True
430,8,7,Inferior Esquerda,8.1,89.2,Apoio,Pivot,28,1ºT,9,Golo,0,False
431,8,6,Média Direita,8.3,103.3,Rectaguarda,Pivot,43,2ºT,93,Golo,1,False
432,8,6,Média Direita,7.5,111.2,Rectaguarda,Lateral Esquerdo,46,2ºT,56,Defesa,2,False
433,9,2,Superior Centro,8.7,114.8,Contra-ataque,Pivot,51,2ºT,171,Golo,-2,False
434,9,2,Superior Centro,7.0,98.6,7 metros,Extremo Direito,47,2ºT,158,Golo,-1,False
435,9,2,Superior Centro,8.8,90.7,Suspensão,Central,7,1ºT,119,Defesa,5,False
436,9,7,Inferior Esquerda,7.1,110.9,Suspensão,Extremo Direito,33,2ºT,41,Defesa,-3,False
437,9,2,Superior Centro,7.0,115.2,7 metros,Extremo Esquerdo,30,1ºT,77,Golo,-3,False
438,9,4,Média Esquerda,9.3,101.9,Rectaguarda,Lateral Esquerdo,52,2ºT,63,Golo,-1,False
439,9,1,Superior Esquerda,9.5,95.5,Suspensão,Extremo Direito,35,2ºT,16,Golo,1,False
440,9,9,Inferior Direita,9.2,85.7,Contra-ataque,Extremo Direito,50,2ºT,175,Golo,4,False
441,9,4,Média Esquerda,9.2,87.1,Suspensão,Lateral Esquerdo,44,2ºT,53,Defesa,4,False
442,9,2,Superior Centro,9.3,101.7,Penetração,Lateral Esquerdo,17,1ºT,51,Golo,1,False
443,9,4,Média Esquerda,7.9,114.5,Apoio,Extremo Esquerdo,22,1ºT,176,Defesa,-1,False
444,9,6,Média Direita,8.4,99.4,Apoio,Lateral Esquerdo,3,1ºT,101,Defesa,0,True
445,9,1,Superior Esquerda,6.3,95.6,Suspensão,Pivot,24,1ºT,120,Defesa,-5,False
446,9,4,Média Esquerda,9.4,99.7,Apoio,Lateral Esquerdo,28,1ºT,79,Defesa,-1,False
447,9,7,Inferior Esquerda,9.0,100.7,Contra-ataque,Central,30,1ºT,173,Golo,-2,False
448,9,5,Média Centro,6.4,105.1,Penetração,Lateral Direito,47,2ºT,158,Defesa,-2,False
449,9,4,Média Esquerda,7.0,102.5,7 metros,Extremo Direito,8,1ºT,61,Golo,2,False
450,9,3,Superior Direita,7.0,113.0,7 metros,Central,55,2ºT,146,Golo,-2,True
451,9,8,Inferior Centro,7.0,93.7,7 metros,Pivot,35,2ºT,28,Golo,0,False
452,9,1,Superior Esquerda,9.5,111.0,Rectaguarda,Central,59,2ºT,156,Golo,5,False
453,9,6,Média Direita,9.5,86.0,Contra-ataque,Central,60,2ºT,141,Golo,-2,False
454,9,4,Média Esquerda,6.9,92.2,Penetração,Pivot,9,1ºT,106,Golo,2,False
455,9,2,Superior Centro,7.6,113.1,Penetração,Lateral Esquerdo,25,1ºT,108,Golo,-3,False
456,9,7,Inferior Esquerda,9.2,115.2,Contra-ataque,Central,4,1ºT,130,Golo,-3,False
457,9,9,Inferior Direita,7.0,99.9,7 metros,Extremo Esquerdo,2,1ºT,178,Defesa,-3,False
458,9,5,Média Centro,9.3,118.0,Suspensão,Extremo Direito,15,1ºT,109,Golo,-2,True
459,9,8,Inferior Centro,7.0,100.1,7 metros,Extremo Esquerdo,45,2ºT,20,Golo,-3,False
460,9,7,Inferior Esquerda,7.0,110.0,7 metros,Lateral Esquerdo,40,2ºT,78,Golo,3,False
461,9,7,Inferior Esquerda,10.6,96.2,Contra-ataque,Pivot,51,2ºT,16,Golo,-5,False
462,9,3,Superior Direita,10.6,114.6,Contra-ataque,Extremo Direito,14,1ºT,92,Golo,-3,True
463,9,9,Inferior Direita,7.9,107.3,Rectaguarda,Lateral Esquerdo,47,2ºT,8,Golo,2,False
464,9,8,Inferior Centro,7.0,101.4,7 metros,Extremo Esquerdo,53,2ºT,56,Defesa,-5,False
465,9,3,Superior Direita,8.6,93.0,Contra-ataque,Lateral Direito,40,2ºT,70,Defesa,-2,False
466,9,8,Inferior Centro,6.4,111.4,Suspensão,Central,54,2ºT,39,Golo,-4,False
467,9,1,Superior Esquerda,7.5,96.2,Suspensão,Extremo Esquerdo,16,1ºT,164,Defesa,2,True
468,9,3,Superior Direita,10.9,91.4,Contra-ataque,Extremo Direito,41,2ºT,106,Defesa,-3,False
469,9,1,Superior Esquerda,10.9,106.2,Contra-ataque,Extremo Direito,38,2ºT,122,Golo,-5,False
470,9,3,Superior Direita,6.4,95.4,Suspensão,Extremo Direito,22,1ºT,172,Golo,-4,False
471,9,8,Inferior Centro,8.1,100.2,Suspensão,Central,7,1ºT,43,Golo,1,False
472,9,5,Média Centro,7.0,112.4,7 metros,Extremo Esquerdo,18,1ºT,5,Defesa,0,True
473,9,6,Média Direita,9.5,99.2,Apoio,Lateral Esquerdo,50,2ºT,155,Golo,-5,False
474,9,1,Superior Esquerda,6.8,95.9,Penetração,Central,48,2ºT,64,Defesa,4,False
475,9,9,Inferior Direita,9.9,103.6,Contra-ataque,Lateral Direito,60,2ºT,51,Golo,5,True
476,9,3,Superior Direita,9.8,100.2,Suspensão,Lateral Direito,1,1ºT,91,Golo,0,False
477,9,7,Inferior Esquerda,7.0,115.4,7 metros,Lateral Esquerdo,35,2ºT,97,Defesa,5,False
478,9,5,Média Centro,7.6,96.3,Apoio,Extremo Direito,42,2ºT,16,Golo,4,False
479,9,8,Inferior Centro,7.0,92.2,7 metros,Central,41,2ºT,17,Golo,2,False
480,9,4,Média Esquerda,6.9,99.8,Rectaguarda,Central,13,1ºT,81,Defesa,2,False
481,9,4,Média Esquerda,8.8,90.2,Rectaguarda,Pivot,20,1ºT,30,Defesa,5,False
482,9,7,Inferior Esquerda,7.6,105.3,Rectaguarda,Central,42,2ºT,34,Defesa,0,True
483,9,1,Superior Esquerda,8.7,94.8,Penetração,Pivot,46,2ºT,86,Golo,-4,False
484,9,5,Média Centro,9.5,88.4,Contra-ataque,Lateral Direito,38,2ºT,99,Defesa,-2,False
485,9,6,Média Direita,6.0,91.5,Penetração,Central,47,2ºT,144,Defesa,-2,False
486,9,5,Média Centro,7.0,97.4,7 metros,Lateral Direito,12,1ºT,155,Defesa,-2,False
487,9,2,Superior Centro,9.8,108.4,Contra-ataque,Extremo Direito,52,2ºT,27,Golo,4,False
488,9,5,Média Centro,10.2,117.9,Contra-ataque,Lateral Esquerdo,2,1ºT,52,Defesa,1,False
489,9,5,Média Centro,7.0,115.9,Suspensão,Extremo Esquerdo,8,1ºT,147,Defesa,-3,False
490,9,4,Média Esquerda,9.4,105.3,Contra-ataque,Extremo Esquerdo,47,2ºT,82,Defesa,5,False
491,9,8,Inferior Centro,8.1,108.7,Rectaguarda,Lateral Esquerdo,53,2ºT,105,Defesa,-1,False
492,10,4,Média Esquerda,10.9,105.1,Contra-ataque,Lateral Direito,53,2ºT,80,Golo,0,False
493,10,4,Média Esquerda,7.0,90.7,7 metros,Extremo Esquerdo,56,2ºT,67,Golo,0,False
494,10,1,Superior Esquerda,8.7,115.9,Penetração,Pivot,17,1ºT,66,Golo,-5,False
495,10,2,Superior Centro,6.2,110.1,Rectaguarda,Lateral Direito,35,2ºT,84,Golo,-5,False
496,10,1,Superior Esquerda,7.2,99.7,Rectaguarda,Extremo Esquerdo,45,2ºT,103,Golo,-4,False
497,10,5,Média Centro,6.1,116.2,Apoio,Extremo Direito,14,1ºT,35,Defesa,-3,False
498,10,9,Inferior Direita,6.1,107.4,Apoio,Lateral Direito,52,2ºT,114,Golo,2,False
499,10,8,Inferior Centro,9.9,101.5,Rectaguarda,Lateral Esquerdo,4,1ºT,74,Defesa,0,False
500,10,1,Superior Esquerda,7.0,85.3,7 metros,Extremo Direito,9,1ºT,161,Golo,5,False
501,10,6,Média Direita,9.3,94.3,Contra-ataque,Lateral Direito,43,2ºT,109,Defesa,5,False
502,10,8,Inferior Centro,6.6,111.4,Rectaguarda,Central,33,2ºT,82,Defesa,5,False
503,10,3,Superior Direita,7.9,106.9,Rectaguarda,Extremo Esquerdo,23,1ºT,87,Golo,4,False
504,10,6,Média Direita,10.4,111.6,Contra-ataque,Pivot,9,1ºT,45,Defesa,4,False
505,10,9,Inferior Direita,7.1,106.8,Apoio,Extremo Esquerdo,43,2ºT,80,Defesa,0,False
506,10,6,Média Direita,8.4,90.8,Contra-ataque,Lateral Direito,20,1ºT,89,Golo,0,False
507,10,3,Superior Direita,9.3,117.7,Penetração,Lateral Esquerdo,3,1ºT,15,Golo,2,False
508,10,1,Superior Esquerda,6.3,115.6,Suspensão,Extremo Esquerdo,20,1ºT,179,Golo,-2,False
509,10,1,Superior Esquerda,8.4,102.4,Penetração,Lateral Esquerdo,46,2ºT,86,Defesa,1,False
510,10,4,Média Esquerda,7.0,104.9,7 metros,Lateral Esquerdo,29,1ºT,41,Golo,2,False
511,10,8,Inferior Centro,9.3,87.1,Suspensão,Central,57,2ºT,86,Golo,-2,True
512,10,5,Média Centro,8.9,90.4,Apoio,Lateral Esquerdo,31,2ºT,177,Defesa,1,False
513,10,6,Média Direita,7.3,102.5,Apoio,Central,58,2ºT,123,Defesa,-3,False
514,10,3,Superior Direita,9.1,115.5,Contra-ataque,Central,10,1ºT,116,Golo,0,False
515,10,4,Média Esquerda,7.5,107.3,Penetração,Lateral Esquerdo,30,1ºT,61,Defesa,4,False
516,10,3,Superior Direita,9.4,98.4,Suspensão,Extremo Esquerdo,28,1ºT,72,Defesa,3,False
517,10,2,Superior Centro,6.3,108.6,Penetração,Central,53,2ºT,108,Defesa,2,False
518,10,8,Inferior Centro,7.5,97.3,Penetração,Pivot,39,2ºT,169,Defesa,-5,False
